Cler_surn	Cler_fore
Clarke	Thomas
Clarke	Will
Clarke	William
Claver	Thomas
Clavering	Robert
Claxton	Hamon
Claxton	Hamond
Clay	John Hall
Clay	Robert
Clayton	Jacob
Clayton	Joh
Clayton	John
Clayton	Thomas
Cleater	Adamus
Cleaton	William
Cleaver	John
Cleaver	William
Clegg	John
Clegge	Joh
Cleland	Jac
Cleland	Joh
Clement	Paul
Clement	Thomas
Clement	william
Clemente	Joh
Clemente	John
Clendon	Thomas
Cleobury	John
Clere	Richard
Clerk	John
Clerk	Robert
Clerke	Robert
Clerke	Samuel
Cliffe	Joh
Cliffe	John
Clifford	Anthony
Clifford	Henry
Clifford	Thomas
Clifton	William
Clipsham	Franc
Clive	Benjamin
Clive	Robert
Clopton	Anth
Close	Henry Jackson
Clough	Jonathan
Clubb	John
Cluet	Ric
Cluttinge	Osmund
Clutton	John
Clutton	Ralph
Coackley	Thomas
Coates	Robert Frotman
Cobb	John
Cobb	Thomas
Cobden	Edward
Cobden	Richard
Coche	Johannes
Cock	John
Cockburn	John
Cockburn	Richard
Cockburn	William
Cocke	Samuel
Cockeram	Williamus
Cockerell	Daniel
Cockett	John
Cockin	William
Cockraine	Will
Cocks	John
Cocks	Philip
Cocks	Robert
Cockshut	Thomas
Cockshutt	Thomas
Codd	Thomas
Codrington	Richard
Coga	Nathaniel
Cogan	John
Cogger	Thomas
Coham	Arthur John
Coke	Georg
Coke alias Bertyn	Alan
Coker	Edmund Ludlow
Colbatch	John
Colby	Thomas
Colbye	Thomas
Coldcall	Charles
Cole	Brian
Cole	Jacob
Cole	Joh
Cole	John
Cole	Nathaniel
Cole	Potter
Cole	Robert
Cole	Thomas
Colebron	Richard
Coleire	Richard
Coles	Christopher
Coles	not given
Coles	Thomas
Colf	Abraham
Colfe	Abraham
Colfe	Isaac
Collard	Robert
Colley	Thomas
Collier	George
Collier	Henry
Collier	John
Collier	Robert
Collier	William
Collies	Christopherus
Collington	Nathaniel
Collingwood	Robert
