Cler_surn	Cler_fore
Allanson	Dionesius
Allanson	Edmund
Allanson	Edward
Allanson	Edward
Allanson	Edwardus
Allanson	George
Allanson	George
Allanson	George
Allanson	George
Allanson	Gulielmus
Allanson	Johannes
Allanson	Johannes
Allanson	Johannes
Allanson	Stephanus
Allanson	Stephanus
Allanson	Thomas
Allanson	Thomas
Allanson	Thomas
Allanson	Thomas
Allanson	Willielmus
Allarde	Thomas
Allardes	David
Allardes	Thomas
Allason	Johannes
Allason	Johannes
Allason	Johannes
Allason	John
Allason	Thomas
Allason	Thomas
Allason	Thomas
Allason	Thomas
Allaway	Edwardus
Allaway	Edwardus
Allbut	Thomas
Allbutt	Thomas
Allcock	John
Allcroft	William Rowley
Alldrech	Thomas
Alldreth	Thomas
Alldrige	Ricardus
Alle	William
Allein	Edwardus
Alleine	Jonathan
Alleine	Jonathan
Alleine	Jonathanum
Alleine	Jonathanum
Alleine	Richard
Allen	Abrus
Allen	Abrus
Allen	Alexander
Allen	Alexander
Allen	Anthonius
Allen	Benjamin
Allen	Benjamin
Allen	Benjaminus
Allen	Benjaminus
Allen	Bennett
Allen	Bennett
Allen	Carolus
Allen	Charles
Allen	Charles
Allen	Charles
Allen	Charles
Allen	Charles
Allen	Charles
Allen	Christophorus
Allen	Cuthbertus
Allen	Cuthbertus
Allen	David
Allen	David
Allen	David
Allen	David Bird
Allen	David Bird
Allen	Davidus
Allen	Ebenezer Brown
Allen	Edmundus
Allen	Edward
Allen	Edward
Allen	Edward
Allen	Edward
Allen	Edward
Allen	Edward
Allen	Edward
Allen	Edward
Allen	Edwardus
Allen	Francis
Allen	Francis
Allen	Francis
Allen	Francis
